========== Richiesta 1 ==========
 | Numero misure: 342
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 0   
 | Istante:   53 | Velocità: 0.97323     0.00130418  0.229829     | Energia Cinetica: 33.797 | Massa: 67.594
 | Istante:   54 | Velocità: 0.833584    0.503475    0.227268     | Energia Cinetica: 31.7705 | Massa: 63.541
 | Istante:   55 | Velocità: 0.489466    0.713367    0.501528     | Energia Cinetica: 35.6713 | Massa: 71.3427
 | Istante:   56 | Velocità: 0.684048    0.630218    0.367292     | Energia Cinetica: 29.2658 | Massa: 58.5316
 | Istante:   57 | Velocità: 0.279048    0.315233    0.907061     | Energia Cinetica: 44.8336 | Massa: 89.6671
 | Istante:   58 | Velocità: 0.0482157   0.701392    0.711143     | Energia Cinetica: 34.7413 | Massa: 69.4826
 | Istante:   59 | Velocità: 0.749329    0.0682813   0.658668     | Energia Cinetica: 36.8187 | Massa: 73.6373
 | Istante:   60 | Velocità: 0.496737    0.835802    0.233852     | Energia Cinetica: 32.4988 | Massa: 64.9976
 | Istante:   61 | Velocità: 0.717736    0.502845    0.481665     | Energia Cinetica: 35.1473 | Massa: 70.2946
 | Istante:   62 | Velocità: 0.798724    0.198878    0.567879     | Energia Cinetica: 33.2019 | Massa: 66.4039
 | Istante:   63 | Velocità: 0.759301    0.0667102   0.647311     | Energia Cinetica: 43.5619 | Massa: 87.1239
 | Istante:   64 | Velocità: 0.829668    0.556871    0.0393085    | Energia Cinetica: 29.0006 | Massa: 58.0013
 | Istante:   65 | Velocità: 0.112943    0.918001    0.380156     | Energia Cinetica: 26.5284 | Massa: 53.0568
 | Istante:   66 | Velocità: 0.22515     0.513966    0.827736     | Energia Cinetica: 32.597 | Massa: 65.1939
 | Istante:   67 | Velocità: 0.807317    0.539446    0.239243     | Energia Cinetica: 40.0703 | Massa: 80.1405
 | Istante:   68 | Velocità: 0.202403    0.179315    0.962746     | Energia Cinetica: 40.0722 | Massa: 80.1444
 | Istante:   69 | Velocità: 0.614129    0.730441    0.298835     | Energia Cinetica: 38.1541 | Massa: 76.3082
 | Istante:   70 | Velocità: 0.431107    0.69411     0.576505     | Energia Cinetica: 38.5721 | Massa: 77.1442
 | Istante:   71 | Velocità: 0.616792    0.204983    0.759967     | Energia Cinetica: 41.6379 | Massa: 83.2759
 | Istante:   72 | Velocità: 0.196949    0.655348    0.729198     | Energia Cinetica: 33.7194 | Massa: 67.4388
 | Istante:   73 | Velocità: 0.456583    0.601516    0.655523     | Energia Cinetica: 43.4189 | Massa: 86.8378
 | Istante:   74 | Velocità: 0.67484     0.665917    0.318034     | Energia Cinetica: 32.2263 | Massa: 64.4527
 | Istante:   75 | Velocità: 0.750846    0.0305596   0.65977      | Energia Cinetica: 32.5931 | Massa: 65.1862
 | Istante:   76 | Velocità: 0.957513    0.129217    0.257821     | Energia Cinetica: 31.466 | Massa: 62.932
 | Istante:   77 | Velocità: 0.752619    0.61705     0.229811     | Energia Cinetica: 41.4691 | Massa: 82.9382
 | Istante:   78 | Velocità: 0.631215    0.372371    0.680372     | Energia Cinetica: 42.0629 | Massa: 84.1259
 | Istante:   79 | Velocità: 0.19676     0.777239    0.597649     | Energia Cinetica: 39.4598 | Massa: 78.9197
 | Istante:   80 | Velocità: 0.156183    0.632742    0.758449     | Energia Cinetica: 27.7564 | Massa: 55.5129
 | Istante:   81 | Velocità: 0.205844    0.978536    0.00972403   | Energia Cinetica: 37.1116 | Massa: 74.2232
 | Istante:   82 | Velocità: 0.631531    0.602121    0.488487     | Energia Cinetica: 36.369 | Massa: 72.7379
 | Istante:   83 | Velocità: 0.298771    0.867712    0.397256     | Energia Cinetica: 42.097 | Massa: 84.1941
 | Istante:   84 | Velocità: 0.289298    0.952237    0.0977298    | Energia Cinetica: 46.6345 | Massa: 93.269
 | Istante:   85 | Velocità: 0.514206    0.0975221   0.852104     | Energia Cinetica: 34.2266 | Massa: 68.4532
 | Istante:   86 | Velocità: 0.918894    0.169657    0.35616      | Energia Cinetica: 44.9916 | Massa: 89.9833
 | Istante:   87 | Velocità: 0.42547     0.575906    0.698074     | Energia Cinetica: 36.6739 | Massa: 73.3478
 | Istante:   88 | Velocità: 0.591743    0.801811    0.0832974    | Energia Cinetica: 38.6432 | Massa: 77.2865
 | Istante:   89 | Velocità: 0.378367    0.0352894   0.924983     | Energia Cinetica: 38.4944 | Massa: 76.9887
 | Istante:   90 | Velocità: 0.0377627   0.420297    0.906601     | Energia Cinetica: 39.9209 | Massa: 79.8418
 | Istante:   91 | Velocità: 0.725644    0.642368    0.246585     | Energia Cinetica: 37.1984 | Massa: 74.3968
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 66.951
 | Istante:   93 | Velocità: 0.39927     0.868391    0.294075     | Energia Cinetica: 36.372 | Massa: 72.744
 | Istante:   94 | Velocità: 0.505495    0.588955    0.630561     | Energia Cinetica: 35.0138 | Massa: 70.0276
 | Istante:   95 | Velocità: 0.533636    0.47281     0.701201     | Energia Cinetica: 26.9017 | Massa: 53.8033
 | Istante:   96 | Velocità: 0.853318    0.0426887   0.519641     | Energia Cinetica: 26.2514 | Massa: 52.5028
 | Istante:   97 | Velocità: 0.726932    0.287474    0.623641     | Energia Cinetica: 34.5572 | Massa: 69.1143
 | Istante:   98 | Velocità: 0.978528    0.131753    0.158508     | Energia Cinetica: 41.0552 | Massa: 82.1104
 | Istante:   99 | Velocità: 0.161184    0.449549    0.878593     | Energia Cinetica: 34.7971 | Massa: 69.5943
 | Istante:  100 | Velocità: 0.355905    0.746856    0.561728     | Energia Cinetica: 37.1378 | Massa: 74.2755
 | Istante:  101 | Velocità: 0.880509    0.181352    0.437967     | Energia Cinetica: 32.8752 | Massa: 65.7504
 | Istante:  102 | Velocità: 0.87249     0.0127718   0.488465     | Energia Cinetica: 38.6501 | Massa: 77.3002
 | Istante:  103 | Velocità: 0.380954    0.496708    0.779843     | Energia Cinetica: 35.1809 | Massa: 70.3619
 | Istante:  104 | Velocità: 0.723839    0.629255    0.283011     | Energia Cinetica: 39.1347 | Massa: 78.2694
 | Istante:  105 | Velocità: 0.126656    0.980444    0.150627     | Energia Cinetica: 30.9377 | Massa: 61.8754
 | Istante:  106 | Velocità: 0.576429    0.13453     0.805997     | Energia Cinetica: 44.4496 | Massa: 88.8993
 | Istante:  107 | Velocità: 0.405093    0.542438    0.735976     | Energia Cinetica: 32.7315 | Massa: 65.463
 | Istante:  108 | Velocità: 0.394318    0.878126    0.270938     | Energia Cinetica: 28.8245 | Massa: 57.649
 | Istante:  109 | Velocità: 0.400284    0.607724    0.685889     | Energia Cinetica: 39.6034 | Massa: 79.2068
 | Istante:  110 | Velocità: 0.0554771   0.772485    0.632605     | Energia Cinetica: 35.6004 | Massa: 71.2007
 | Istante:  111 | Velocità: 0.663492    0.72964     0.165542     | Energia Cinetica: 36.2054 | Massa: 72.4108
 | Istante:  112 | Velocità: 0.62405     0.454851    0.635352     | Energia Cinetica: 22.8488 | Massa: 45.6975
 | Istante:  113 | Velocità: 0.421937    0.793289    0.438933     | Energia Cinetica: 45.169 | Massa: 90.3379
 | Istante:  114 | Velocità: 0.85124     0.408408    0.329535     | Energia Cinetica: 38.2751 | Massa: 76.5502
 | Istante:  115 | Velocità: 0.633974    0.554748    0.538824     | Energia Cinetica: 30.8926 | Massa: 61.7852
 | Istante:  116 | Velocità: 0.336295    0.460842    0.821298     | Energia Cinetica: 37.5845 | Massa: 75.169
 | Istante:  117 | Velocità: 0.81798     0.552604    0.159806     | Energia Cinetica: 40.6959 | Massa: 81.3918
 | Istante:  118 | Velocità: 0.837821    0.545848    0.0102635    | Energia Cinetica: 38.0897 | Massa: 76.1793
 | Istante:  119 | Velocità: 0.29268     0.290046    0.91116      | Energia Cinetica: 33.7719 | Massa: 67.5438
 | Istante:  120 | Velocità: 0.318233    0.933931    0.162791     | Energia Cinetica: 34.5567 | Massa: 69.1134
 | Istante:  121 | Velocità: 0.523157    0.0736959   0.849044     | Energia Cinetica: 43.3964 | Massa: 86.7927
 | Istante:  122 | Velocità: 0.137751    0.79556     0.590008     | Energia Cinetica: 34.1574 | Massa: 68.3149
 | Istante:  123 | Velocità: 0.386134    0.769564    0.508597     | Energia Cinetica: 36.9855 | Massa: 73.971
 | Istante:  124 | Velocità: 0.798196    0.459073    0.390045     | Energia Cinetica: 38.3347 | Massa: 76.6694
 | Istante:  125 | Velocità: 0.270428    0.486408    0.830829     | Energia Cinetica: 35.8172 | Massa: 71.6343
 | Istante:  126 | Velocità: 0.630335    0.419828    0.65301      | Energia Cinetica: 43.6188 | Massa: 87.2375
 | Istante:  127 | Velocità: 0.0297627   0.711814    0.701737     | Energia Cinetica: 26.9682 | Massa: 53.9363
 | Istante:  128 | Velocità: 0.834203    0.0985905   0.542572     | Energia Cinetica: 34.2119 | Massa: 68.4239
 | Istante:  129 | Velocità: 0.727856    0.57113     0.37952      | Energia Cinetica: 41.3601 | Massa: 82.7202
 | Istante:  130 | Velocità: 0.877567    0.349498    0.328217     | Energia Cinetica: 24.162 | Massa: 48.3239
 | Istante:  131 | Velocità: 0.0712477   0.778595    0.623469     | Energia Cinetica: 43.208 | Massa: 86.4159
 | Istante:  132 | Velocità: 0.953417    0.118184    0.27754      | Energia Cinetica: 40.2231 | Massa: 80.4463
 | Istante:  133 | Velocità: 0.512862    0.484763    0.708504     | Energia Cinetica: 29.9727 | Massa: 59.9454
 | Istante:  134 | Velocità: 0.860681    0.039211    0.507632     | Energia Cinetica: 45.4009 | Massa: 90.8017
 | Istante:  135 | Velocità: 0.362835    0.855632    0.369112     | Energia Cinetica: 45.527 | Massa: 91.0541
 | Istante:  136 | Velocità: 0.161527    0.909289    0.38354      | Energia Cinetica: 34.4133 | Massa: 68.8265
 | Istante:  137 | Velocità: 0.743329    0.227161    0.629175     | Energia Cinetica: 34.5301 | Massa: 69.0603
 | Istante:  138 | Velocità: 0.719274    0.49935     0.483006     | Energia Cinetica: 32.9672 | Massa: 65.9345
 | Istante:  139 | Velocità: 0.363042    0.104522    0.925892     | Energia Cinetica: 34.3841 | Massa: 68.7683
 | Istante:  140 | Velocità: 0.81932     0.0242836   0.572821     | Energia Cinetica: 40.8151 | Massa: 81.6302
 | Istante:  141 | Velocità: 0.207005    0.41464     0.886128     | Energia Cinetica: 32.5981 | Massa: 65.1962
 | Istante:  142 | Velocità: 0.950463    0.202819    0.235552     | Energia Cinetica: 31.9413 | Massa: 63.8827
 | Istante:  143 | Velocità: 0.656502    0.751905    0.0603754    | Energia Cinetica: 43.7471 | Massa: 87.4942
 | Istante:  144 | Velocità: 0.145777    0.598019    0.788113     | Energia Cinetica: 36.9767 | Massa: 73.9533
 | Istante:  145 | Velocità: 0.419439    0.875414    0.240253     | Energia Cinetica: 43.5596 | Massa: 87.1191
 | Istante:  146 | Velocità: 0.779127    0.139921    0.611051     | Energia Cinetica: 35.6824 | Massa: 71.3648
 | Istante:  147 | Velocità: 0.280978    0.959087    0.0346994    | Energia Cinetica: 31.2786 | Massa: 62.5572
 | Istante:  148 | Velocità: 0.922284    0.290317    0.255163     | Energia Cinetica: 36.8093 | Massa: 73.6186
 | Istante:  149 | Velocità: 0.305285    0.691102    0.655118     | Energia Cinetica: 36.361 | Massa: 72.722
 | Istante:  150 | Velocità: 0.36099     0.694044    0.622887     | Energia Cinetica: 38.3911 | Massa: 76.7822
 | Istante:  151 | Velocità: 0.88613     0.439517    0.146964     | Energia Cinetica: 28.4988 | Massa: 56.9977
 | Istante:  152 | Velocità: 0.761573    0.446533    0.469697     | Energia Cinetica: 33.444 | Massa: 66.888
 | Istante:  153 | Velocità: 0.282654    0.507205    0.814156     | Energia Cinetica: 40.4986 | Massa: 80.9972
 | Istante:  154 | Velocità: 0.669067    0.513857    0.536935     | Energia Cinetica: 34.8079 | Massa: 69.6159
 | Istante:  155 | Velocità: 0.451799    0.0958111   0.88696      | Energia Cinetica: 32.5281 | Massa: 65.0562
 | Istante:  156 | Velocità: 0.725838    0.687174    0.0308308    | Energia Cinetica: 45.5913 | Massa: 91.1826
 | Istante:  157 | Velocità: 0.671659    0.688351    0.273946     | Energia Cinetica: 33.0591 | Massa: 66.1182
 | Istante:  158 | Velocità: 0.816169    0.508512    0.274378     | Energia Cinetica: 38.3483 | Massa: 76.6966
 | Istante:  159 | Velocità: 0.365176    0.495741    0.787964     | Energia Cinetica: 30.926 | Massa: 61.8521
 | Istante:  160 | Velocità: 0.694337    0.556359    0.456466     | Energia Cinetica: 30.5073 | Massa: 61.0146
 | Istante:  161 | Velocità: 0.076334    0.295537    0.952277     | Energia Cinetica: 38.6865 | Massa: 77.373
 | Istante:  162 | Velocità: 0.0368731   0.838965    0.542935     | Energia Cinetica: 26.7198 | Massa: 53.4395
 | Istante:  163 | Velocità: 0.343282    0.839284    0.421615     | Energia Cinetica: 36.3862 | Massa: 72.7725
 | Istante:  164 | Velocità: 0.0278323   0.723123    0.690158     | Energia Cinetica: 30.5752 | Massa: 61.1503
 | Istante:  165 | Velocità: 0.342021    0.068742    0.937175     | Energia Cinetica: 24.4573 | Massa: 48.9145
 | Istante:  166 | Velocità: 0.573639    0.539051    0.616736     | Energia Cinetica: 48.4888 | Massa: 96.9777
 | Istante:  167 | Velocità: 0.432893    0.327061    0.840021     | Energia Cinetica: 34.9138 | Massa: 69.8276
 | Istante:  168 | Velocità: 0.0817863   0.435222    0.896601     | Energia Cinetica: 32.1604 | Massa: 64.3207
 | Istante:  169 | Velocità: 0.650953    0.22985     0.723484     | Energia Cinetica: 36.1851 | Massa: 72.3702
 | Istante:  170 | Velocità: 0.95564     0.113333    0.271861     | Energia Cinetica: 27.784 | Massa: 55.5681
 | Istante:  171 | Velocità: 0.854364    0.258347    0.450909     | Energia Cinetica: 42.7704 | Massa: 85.5408
 | Istante:  172 | Velocità: 0.216348    0.701505    0.679032     | Energia Cinetica: 42.2326 | Massa: 84.4652
 | Istante:  173 | Velocità: 0.677474    0.260904    0.687719     | Energia Cinetica: 36.1476 | Massa: 72.2951
 | Istante:  174 | Velocità: 0.0321299   0.4949      0.868356     | Energia Cinetica: 31.0809 | Massa: 62.1618
 | Istante:  175 | Velocità: 0.259013    0.729843    0.632647     | Energia Cinetica: 41.1793 | Massa: 82.3586
 | Istante:  176 | Velocità: 0.126879    0.990937    0.0441148    | Energia Cinetica: 24.0586 | Massa: 48.1172
 | Istante:  177 | Velocità: 0.856387    0.370856    0.35926      | Energia Cinetica: 35.6449 | Massa: 71.2897
 | Istante:  178 | Velocità: 0.613186    0.550752    0.566282     | Energia Cinetica: 36.3141 | Massa: 72.6283
 | Istante:  179 | Velocità: 0.822178    0.42874     0.374439     | Energia Cinetica: 40.1916 | Massa: 80.3831
 | Istante:  180 | Velocità: 0.146444    0.965288    0.216272     | Energia Cinetica: 33.3531 | Massa: 66.7063
 | Istante:  181 | Velocità: 0.895297    0.0953951   0.435135     | Energia Cinetica: 48.6451 | Massa: 97.2901
 | Istante:  182 | Velocità: 0.969634    0.0922889   0.226479     | Energia Cinetica: 31.2371 | Massa: 62.4742
 | Istante:  183 | Velocità: 0.563086    0.572762    0.595717     | Energia Cinetica: 38.16  | Massa: 76.3199
 | Istante:  184 | Velocità: 0.843065    0.499619    0.199055     | Energia Cinetica: 36.8803 | Massa: 73.7605
 | Istante:  185 | Velocità: 0.680127    0.47335     0.559791     | Energia Cinetica: 32.9735 | Massa: 65.947
 | Istante:  186 | Velocità: 0.392055    0.824455    0.408126     | Energia Cinetica: 42.7159 | Massa: 85.4318
 | Istante:  187 | Velocità: 0.338367    0.366573    0.866679     | Energia Cinetica: 32.6438 | Massa: 65.2876
 | Istante:  188 | Velocità: 0.309597    0.41421     0.855909     | Energia Cinetica: 33.6893 | Massa: 67.3786
 | Istante:  189 | Velocità: 0.360036    0.626627    0.691168     | Energia Cinetica: 38.8734 | Massa: 77.7469
 | Istante:  190 | Velocità: 0.436647    0.87293     0.217558     | Energia Cinetica: 42.5438 | Massa: 85.0877
 | Istante:  191 | Velocità: 0.676142    0.0493784   0.735115     | Energia Cinetica: 42.4071 | Massa: 84.8141
 | Istante:  192 | Velocità: 0.64056     0.286753    0.712359     | Energia Cinetica: 33.3758 | Massa: 66.7515
 | Istante:  193 | Velocità: 0.0192665   0.541632    0.840395     | Energia Cinetica: 39.7035 | Massa: 79.4071
 | Istante:  194 | Velocità: 0.41142     0.287105    0.865046     | Energia Cinetica: 36.2002 | Massa: 72.4004
 | Istante:  195 | Velocità: 0.834604    0.416249    0.360795     | Energia Cinetica: 32.794 | Massa: 65.588
 | Istante:  196 | Velocità: 0.810694    0.206504    0.547842     | Energia Cinetica: 32.8046 | Massa: 65.6091
 | Istante:  197 | Velocità: 0.451429    0.627978    0.633921     | Energia Cinetica: 36.4419 | Massa: 72.8839
 | Istante:  198 | Velocità: 0.45361     0.489251    0.744897     | Energia Cinetica: 40.9584 | Massa: 81.9167
 | Istante:  199 | Velocità: 0.586991    0.535134    0.607514     | Energia Cinetica: 33.831 | Massa: 67.6619
 | Istante:  200 | Velocità: 0.245171    0.693237    0.677727     | Energia Cinetica: 37.9503 | Massa: 75.9006
 | Istante:  201 | Velocità: 0.282745    0.364746    0.887139     | Energia Cinetica: 28.3701 | Massa: 56.7401
 | Istante:  202 | Velocità: 0.190614    0.877292    0.440482     | Energia Cinetica: 33.3279 | Massa: 66.6557
 | Istante:  203 | Velocità: 0.344906    0.488308    0.80162      | Energia Cinetica: 41.8486 | Massa: 83.6973
 | Istante:  204 | Velocità: 0.531657    0.313284    0.786889     | Energia Cinetica: 39.1723 | Massa: 78.3446
 | Istante:  205 | Velocità: 0.000892996 0.0184101   0.99983      | Energia Cinetica: 42.9606 | Massa: 85.9211
 | Istante:  206 | Velocità: 0.819401    0.101733    0.564121     | Energia Cinetica: 28.1942 | Massa: 56.3883
 | Istante:  207 | Velocità: 0.018321    0.651654    0.758295     | Energia Cinetica: 30.1697 | Massa: 60.3394
 | Istante:  208 | Velocità: 0.20078     0.969981    0.137205     | Energia Cinetica: 43.103 | Massa: 86.2061
 | Istante:  209 | Velocità: 0.506857    0.725585    0.465426     | Energia Cinetica: 32.8902 | Massa: 65.7804
 | Istante:  210 | Velocità: 0.633535    0.186117    0.750995     | Energia Cinetica: 43.1846 | Massa: 86.3693
 | Istante:  211 | Velocità: 0.90398     0.0382039   0.425865     | Energia Cinetica: 28.1722 | Massa: 56.3445
 | Istante:  212 | Velocità: 0.817558    0.125218    0.562066     | Energia Cinetica: 28.3797 | Massa: 56.7593
 | Istante:  213 | Velocità: 0.712691    0.0410607   0.700275     | Energia Cinetica: 41.2683 | Massa: 82.5365
 | Istante:  214 | Velocità: 0.557942    0.508894    0.655537     | Energia Cinetica: 33.8623 | Massa: 67.7247
 | Istante:  215 | Velocità: 0.797118    0.471644    0.377034     | Energia Cinetica: 40.8309 | Massa: 81.6618
 | Istante:  216 | Velocità: 0.828888    0.550975    0.0968032    | Energia Cinetica: 43.3328 | Massa: 86.6656
 | Istante:  217 | Velocità: 0.126452    0.840644    0.526618     | Energia Cinetica: 35.9492 | Massa: 71.8983
 | Istante:  218 | Velocità: 0.198447    0.629723    0.751044     | Energia Cinetica: 38.6474 | Massa: 77.2948
 | Istante:  219 | Velocità: 0.528563    0.292725    0.796827     | Energia Cinetica: 37.8043 | Massa: 75.6086
 | Istante:  220 | Velocità: 0.382971    0.701622    0.600883     | Energia Cinetica: 40.9212 | Massa: 81.8423
 | Istante:  221 | Velocità: 0.715235    0.628762    0.305118     | Energia Cinetica: 38.7945 | Massa: 77.589
 | Istante:  222 | Velocità: 0.249666    0.318968    0.91429      | Energia Cinetica: 38.9576 | Massa: 77.9152
 | Istante:  223 | Velocità: 0.927785    0.0118143   0.372929     | Energia Cinetica: 36.1016 | Massa: 72.2031
 | Istante:  224 | Velocità: 0.108295    0.639327    0.76127      | Energia Cinetica: 36.4457 | Massa: 72.8914
 | Istante:  225 | Velocità: 0.669403    0.59492     0.444938     | Energia Cinetica: 33.3499 | Massa: 66.6997
 | Istante:  226 | Velocità: 0.660099    0.557985    0.502914     | Energia Cinetica: 38.3046 | Massa: 76.6092
 | Istante:  227 | Velocità: 0.898998    0.338002    0.27849      | Energia Cinetica: 36.1024 | Massa: 72.2048
 | Istante:  228 | Velocità: 0.727124    0.167321    0.665803     | Energia Cinetica: 32.9629 | Massa: 65.9258
 | Istante:  229 | Velocità: 0.39729     0.434893    0.808102     | Energia Cinetica: 35.7305 | Massa: 71.4609
 | Istante:  230 | Velocità: 0.0647808   0.596275    0.800163     | Energia Cinetica: 32.4841 | Massa: 64.9681
 | Istante:  231 | Velocità: 0.86415     0.468831    0.182871     | Energia Cinetica: 38.8096 | Massa: 77.6192
 | Istante:  232 | Velocità: 0.423171    0.758965    0.494872     | Energia Cinetica: 33.6889 | Massa: 67.3778
 | Istante:  233 | Velocità: 0.66953     0.690108    0.274738     | Energia Cinetica: 30.4893 | Massa: 60.9787
 | Istante:  234 | Velocità: 0.81101     0.542852    0.218115     | Energia Cinetica: 36.8644 | Massa: 73.7288
 | Istante:  235 | Velocità: 0.506403    0.642378    0.575245     | Energia Cinetica: 39.0862 | Massa: 78.1723
 | Istante:  236 | Velocità: 0.448225    0.643002    0.621001     | Energia Cinetica: 39.7039 | Massa: 79.4078
 | Istante:  237 | Velocità: 0.684529    0.648516    0.332938     | Energia Cinetica: 34.5184 | Massa: 69.0367
 | Istante:  238 | Velocità: 0.859858    0.502913    0.0878761    | Energia Cinetica: 28.0837 | Massa: 56.1675
 | Istante:  239 | Velocità: 0.236398    0.138362    0.961755     | Energia Cinetica: 39.9759 | Massa: 79.9518
 | Istante:  240 | Velocità: 0.362109    0.757629    0.543024     | Energia Cinetica: 38.2561 | Massa: 76.5122
 | Istante:  241 | Velocità: 0.295668    0.202089    0.93367      | Energia Cinetica: 36.6043 | Massa: 73.2086
 | Istante:  242 | Velocità: 0.657327    0.720424    0.221158     | Energia Cinetica: 36.4844 | Massa: 72.9687
 | Istante:  243 | Velocità: 0.720029    0.680469    0.136085     | Energia Cinetica: 35.1147 | Massa: 70.2293
 | Istante:  244 | Velocità: 0.447619    0.477927    0.755793     | Energia Cinetica: 37.0651 | Massa: 74.1302
 | Istante:  245 | Velocità: 0.541542    0.540344    0.64402      | Energia Cinetica: 40.0261 | Massa: 80.0522
 | Istante:  246 | Velocità: 0.737467    0.0193835   0.675105     | Energia Cinetica: 30.8706 | Massa: 61.7412
 | Istante:  247 | Velocità: 0.215482    0.449082    0.867117     | Energia Cinetica: 45.1632 | Massa: 90.3264
 | Istante:  248 | Velocità: 0.62102     0.476348    0.622436     | Energia Cinetica: 38.1714 | Massa: 76.3429
 | Istante:  249 | Velocità: 0.790244    0.102819    0.604104     | Energia Cinetica: 30.6066 | Massa: 61.2132
 | Istante:  250 | Velocità: 0.621834    0.371881    0.689222     | Energia Cinetica: 41.2688 | Massa: 82.5375
 | Istante:  251 | Velocità: 0.634222    0.720493    0.280451     | Energia Cinetica: 44.7341 | Massa: 89.4681
 | Istante:  252 | Velocità: 0.798867    0.443482    0.406369     | Energia Cinetica: 43.4507 | Massa: 86.9014
 | Istante:  253 | Velocità: 0.952092    0.259041    0.162536     | Energia Cinetica: 40.5902 | Massa: 81.1804
 | Istante:  254 | Velocità: 0.233676    0.210234    0.949314     | Energia Cinetica: 43.2569 | Massa: 86.5138
 | Istante:  255 | Velocità: 0.392165    0.0670041   0.917451     | Energia Cinetica: 35.9104 | Massa: 71.8207
 | Istante:  256 | Velocità: 0.645969    0.470911    0.600805     | Energia Cinetica: 42.9555 | Massa: 85.911
 | Istante:  257 | Velocità: 0.548313    0.363892    0.752952     | Energia Cinetica: 34.2611 | Massa: 68.5222
 | Istante:  258 | Velocità: 0.864122    0.356433    0.355316     | Energia Cinetica: 38.4773 | Massa: 76.9545
 | Istante:  259 | Velocità: 0.25604     0.774325    0.578675     | Energia Cinetica: 33.7525 | Massa: 67.505
 | Istante:  260 | Velocità: 0.893654    0.298942    0.334689     | Energia Cinetica: 38.8445 | Massa: 77.689
 | Istante:  261 | Velocità: 0.0331593   0.998978    0.0307156    | Energia Cinetica: 42.8763 | Massa: 85.7526
 | Istante:  262 | Velocità: 0.254121    0.897529    0.360367     | Energia Cinetica: 32.5516 | Massa: 65.1032
 | Istante:  263 | Velocità: 0.732751    0.576062    0.362255     | Energia Cinetica: 39.0956 | Massa: 78.1913
 | Istante:  264 | Velocità: 0.26761     0.705218    0.656546     | Energia Cinetica: 41.886 | Massa: 83.7721
 | Istante:  265 | Velocità: 0.660044    0.468821    0.586983     | Energia Cinetica: 39.6882 | Massa: 79.3763
 | Istante:  266 | Velocità: 0.342089    0.732475    0.588606     | Energia Cinetica: 29.7236 | Massa: 59.4472
 | Istante:  267 | Velocità: 0.521407    0.824011    0.221678     | Energia Cinetica: 35.483 | Massa: 70.9661
 | Istante:  268 | Velocità: 0.709585    0.669192    0.220617     | Energia Cinetica: 46.9473 | Massa: 93.8946
 | Istante:  269 | Velocità: 0.00232853  0.810229    0.586108     | Energia Cinetica: 42.7477 | Massa: 85.4953
 | Istante:  270 | Velocità: 0.881944    0.116389    0.456759     | Energia Cinetica: 35.2096 | Massa: 70.4191
 | Istante:  271 | Velocità: 0.784884    0.500652    0.365109     | Energia Cinetica: 40.7478 | Massa: 81.4956
 | Istante:  272 | Velocità: 0.444953    0.683386    0.578792     | Energia Cinetica: 37.851 | Massa: 75.7019
 | Istante:  273 | Velocità: 0.175758    0.367481    0.913272     | Energia Cinetica: 42.5385 | Massa: 85.0771
 | Istante:  274 | Velocità: 0.819297    0.566733    0.0869824    | Energia Cinetica: 32.2308 | Massa: 64.4616
 | Istante:  275 | Velocità: 0.684745    0.41783     0.597112     | Energia Cinetica: 24.6984 | Massa: 49.3967
 | Istante:  276 | Velocità: 0.768999    0.618411    0.161889     | Energia Cinetica: 35.6088 | Massa: 71.2175
 | Istante:  277 | Velocità: 0.114989    0.0132162   0.993279     | Energia Cinetica: 37.6839 | Massa: 75.3678
 | Istante:  278 | Velocità: 0.108886    0.152084    0.982351     | Energia Cinetica: 36.2461 | Massa: 72.4923
 | Istante:  279 | Velocità: 0.127423    0.584275    0.80149      | Energia Cinetica: 40.5432 | Massa: 81.0864
 | Istante:  280 | Velocità: 0.170206    0.984533    0.0415216    | Energia Cinetica: 33.7762 | Massa: 67.5524
 | Istante:  281 | Velocità: 0.79662     0.60385     0.0275835    | Energia Cinetica: 31.4948 | Massa: 62.9896
 | Istante:  282 | Velocità: 0.312695    0.280681    0.907436     | Energia Cinetica: 32.0551 | Massa: 64.1102
 | Istante:  283 | Velocità: 0.68088     0.656589    0.324489     | Energia Cinetica: 22.297 | Massa: 44.5939
 | Istante:  284 | Velocità: 0.766733    0.0935255   0.635117     | Energia Cinetica: 38.1622 | Massa: 76.3244
 | Istante:  285 | Velocità: 0.332465    0.419041    0.844909     | Energia Cinetica: 45.2218 | Massa: 90.4436
 | Istante:  286 | Velocità: 0.837198    0.431436    0.336098     | Energia Cinetica: 42.4096 | Massa: 84.8192
 | Istante:  287 | Velocità: 0.444587    0.706038    0.551228     | Energia Cinetica: 39.0947 | Massa: 78.1894
 | Istante:  288 | Velocità: 0.750417    0.0344419   0.660066     | Energia Cinetica: 27.4058 | Massa: 54.8116
 | Istante:  289 | Velocità: 0.683839    0.0407665   0.728493     | Energia Cinetica: 33.0122 | Massa: 66.0245
 | Istante:  290 | Velocità: 0.644444    0.54089     0.540491     | Energia Cinetica: 32.9908 | Massa: 65.9816
 | Istante:  291 | Velocità: 0.214563    0.867889    0.44803      | Energia Cinetica: 42.3302 | Massa: 84.6604
